POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,49,Martin Davalos,"CLERMONT, FL",Husqvarna FC250,8,-,7,1,25
2,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,6,-,0,2,22
3,50,Malcolm Stewart,"Haines City, FL",Honda CRF 250,1,-,8,3,20
4,30,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,3,-,0,4,18
5,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,5,-,0,5,16
6,53,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,2,-,0,6,15
7,61,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,11,-,0,7,14
8,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,4,-,0,8,13
9,48,Anthony Rodriguez,"Cairo, GA",Kawasaki KX 250F,10,-,0,9,12
10,46,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,13,-,0,10,11
11,62,Justin Starling,"Deland, FL",Kawasaki KX 250F,12,-,0,11,10
12,297,Henry Miller,"Rochester, MN",Honda CRF 250,16,-,0,12,9
13,64,Dakota Alix,"Jay, VT",KTM 250 SX-F,9,X,0,13,8
14,175,Paul Coates,"Zephyrhills, FL",Honda CRF 250,20,-,0,14,7
15,83,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,19,-,0,15,6
16,421,Vann Martin,"Houston, TX",Honda CRF 250,17,-,0,16,5
17,84,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z250,15,-,0,17,4
18,373,Jacob Williamson,"Swartz Creek, MI",Kawasaki KX 250F,18,-,0,18,3
19,128,Alexander Frye,"Huntingtown, MD",KTM 250SX-F Factory Editi,7,-,0,19,2
20,653,Tyler Bereman,"Murrieta, CA",Kawasaki KX 250F,21,-,0,20,1
21,284,Cody Church,"Grand Junction, CO",Kawasaki KX 250F,22,-,0,21,1
22,159,Darryn Durham,"Menifee, CA",Yamaha YZ250F,14,-,0,22,1
