POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,19,William Hahn,"Decatur, TX",Honda CRF 250,3,X,15,1,25
2,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,1,-,0,2,22
3,13,Blake Wharton,"Pilot Point, TX",Suzuki RM-Z250,2,-,0,3,20
4,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,10,-,0,4,18
5,77,Jeremy Martin,"Millville, MN",Yamaha YZ250F,6,-,0,5,16
6,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,5,-,0,6,15
7,613,James Decotis,"Peabody, MA",Honda CRF 250,11,-,0,7,14
8,48,Cole Thompson,"Brigden, Canada",Honda CRF 250,15,-,0,8,13
9,167,Zachary Bell,"Cairo, GA",Honda CRF 250,19,-,0,9,12
10,69,Peter Larsen,"Menifee, CA",Honda CRF 250,18,-,0,10,11
11,67,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,20,-,0,11,10
12,71,Zackery Freeberg,"Riverview, FL",Honda CRF 250,12,-,0,12,9
13,73,A J Catanzaro,"Portland, CT",Kawasaki KX 250F,13,-,0,13,8
14,675,Kyle Hussey,"Foristell, MO",Kawasaki KX 250F,17,-,0,14,7
15,248,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,14,-,0,15,6
16,317,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,4,-,0,16,5
17,412,Levi Kilbarger,"Logan, OH",Honda CRF 250,16,-,0,17,4
18,393,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,9,-,0,18,3
19,87,Lance Vincent,"Youngsville, LA",KTM 250 SX-F,7,-,0,19,2
20,81,Shawn Rife,"Mechanicsburg, OH",Honda CRF 250,8,-,0,20,1
