POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,1,X,20,1,25
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,3,-,0,2,22
3,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,2,-,0,3,20
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,9,-,0,4,18
5,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,8,-,0,5,16
6,41,Trey Canard,"Edmond, OK",Honda CRF 450,5,-,0,6,15
7,33,Joshua Grant,"Wildomar, CA",Suzuki RM-Z450,7,-,0,7,14
8,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,4,-,0,8,13
9,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,11,-,0,9,12
10,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,13,-,0,10,11
11,19,Justin Bogle,"Cushing, OK",Honda CRF 450,14,-,0,11,10
12,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,20,-,0,12,9
13,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,12,-,0,13,8
14,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,18,-,0,14,7
15,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,19,-,0,15,6
16,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,15,-,0,16,5
17,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,16,-,0,17,4
18,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,17,-,0,18,3
19,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,6,-,0,19,2
20,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,22,-,0,20,1
21,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,10,-,0,21,1
22,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,21,-,0,22,1
